Source,Target,Weight,Sigmoid
7691631,15693680,5,0.9933071490757153
21779020,3678731,0,0.5
3557653,2968000,0,0.5
20580498,7691631,16,0.9999998874648379
11412473,14238949,0,0.5
2751199,2752522,0,0.5
1090311,168370,1,0.7310585786300049
20929025,321278,0,0.5
5048251,641512,0,0.5
14204295,12584841,0,0.5
28758778,1362490,0,0.5
14225208,21449162,2,0.8807970779778823
23810532,9325315,0,0.5
3198415,2228226,0,0.5
6862780,143580,1,0.7310585786300049
20580498,15693680,0,0.5
9534760,3214406,0,0.5
26494782,17815037,0,0.5
22873447,21129265,0,0.5
1632976,658518,0,0.5
24474126,3638964,11,0.999983298578152
7691631,9461481,1,0.7310585786300049
488514,614070,0,0.5
11452644,9996255,0,0.5
19354917,3620194,0,0.5
7961991,7968417,0,0.5
24400684,25841126,0,0.5
26715792,1725199,0,0.5
28671602,734934,0,0.5
17620347,14225208,0,0.5
2055965,19390712,1,0.7310585786300049
2055965,20905275,0,0.5
23407526,3214406,0,0.5
17049596,1093228,0,0.5
1332134,1157388,0,0.5
16665655,929845,0,0.5
16665655,3319769,0,0.5
24664810,3214406,0,0.5
25252102,15901046,0,0.5
12048721,7760890,0,0.5
15901046,25252102,0,0.5
8710734,507775,0,0.5
28834044,417389,0,0.5
11167738,931039,0,0.5
17950592,17930752,0,0.5
8962829,3620194,0,0.5
17089728,14712850,0,0.5
9528819,1380117,0,0.5
22187098,7764559,0,0.5
1254497,2935735,0,0.5
695611,12710059,0,0.5
24669372,2932773,1,0.7310585786300049
1217614,3988342,0,0.5
4007018,258750,0,0.5
20004472,11921752,0,0.5
658518,1385122,0,0.5
5282596,5312648,0,0.5
21388550,20897575,0,0.5
21388550,20882845,0,0.5
5216282,890377,0,0.5
10270250,11667865,0,0.5
5532320,7804910,20,0.9999999979388463
2935735,12127251,0,0.5
15045751,7691631,3,0.9525741268224334
23487443,203666,0,0.5
27193779,27196756,1,0.7310585786300049
1283503,19294390,0,0.5
46939,167174,0,0.5
585285,8792127,0,0.5
16688238,21386310,1,0.7310585786300049
18219900,2293158,1,0.7310585786300049
2293158,13744591,0,0.5
24560307,10270250,0,0.5
4262493,2011783,2,0.8807970779778823
52287,13080550,0,0.5
18453077,4039952,0,0.5
128476,606956,0,0.5
20260834,20260602,0,0.5
20260602,20260834,0,0.5
16630147,12310030,0,0.5
26509369,29600667,2,0.8807970779778823
380961,1211978,0,0.5
9615328,8569918,0,0.5
12892263,13345709,0,0.5
10642675,10350614,0,0.5
1284185,7394347,0,0.5
11667865,10270250,0,0.5
19614228,11167738,0,0.5
18065797,5710341,0,0.5
14562056,13220460,0,0.5
8514,28748876,0,0.5
24894912,1090311,0,0.5
7477865,5151909,1,0.7310585786300049
7691631,16607898,0,0.5
11116372,597879,0,0.5
10822741,3594497,0,0.5
14474326,65252,0,0.5
2055965,167174,0,0.5
22700458,14712850,1,0.7310585786300049
2165383,2081289,1,0.7310585786300049
7673810,6907993,0,0.5
447184,238972,3,0.9525741268224334
24835467,931039,0,0.5
203666,16219318,1,0.7310585786300049
24835467,24560307,0,0.5
890377,81384,1,0.7310585786300049
206084,11180687,0,0.5
16219318,203666,0,0.5
80571,8514,0,0.5
13575283,455600,0,0.5
1312351,14299077,0,0.5
11396385,25652980,1,0.7310585786300049
714074,7467217,0,0.5
10399273,4723248,0,0.5
11581452,258750,0,0.5
20558462,19745004,2,0.8807970779778823
14089735,27866077,0,0.5
24560307,22187098,0,0.5
3781859,943149,0,0.5
5017825,478996,0,0.5
13653550,4007018,0,0.5
25136308,1200050,0,0.5
7691631,28366058,10,0.9999546021312976
19360616,9787757,0,0.5
843222,890377,0,0.5
12225546,8665467,0,0.5
14238949,9831101,0,0.5
9831101,14238949,0,0.5
5710848,21338881,0,0.5
2300694,507,0,0.5
13753636,6296790,0,0.5
560495,27620277,0,0.5
23403252,65252,0,0.5
28257573,12446895,0,0.5
12136863,11931032,1,0.7310585786300049
1385122,890377,0,0.5
14089735,2476855,0,0.5
22321368,1857825,0,0.5
9325315,10045175,0,0.5
28061676,11061773,2,0.8807970779778823
8629417,9403933,0,0.5
4255988,3631697,0,0.5
1252,614070,0,0.5
28062827,11167738,1,0.7310585786300049
27193779,321278,4,0.9820137900379085
1372780,1020639,0,0.5
2948949,3983388,0,0.5
8665467,12225546,0,0.5
16174770,17592572,0,0.5
4110016,25274085,0,0.5
25837286,3301400,0,0.5
4164482,1431547,0,0.5
18825519,3214406,1,0.7310585786300049
22527813,16152925,0,0.5
611921,8514,0,0.5
25661063,14089735,0,0.5
3623050,14159669,2,0.8807970779778823
25274085,4110016,0,0.5
3342055,11545928,0,0.5
21129265,22873447,1,0.7310585786300049
27903690,23096959,0,0.5
16665655,4128353,2,0.8807970779778823
24560307,9060347,0,0.5
6115789,5312648,0,0.5
79352,1009207,0,0.5
10995659,481872,0,0.5
481872,7691631,0,0.5
1460385,1446467,0,0.5
10154685,5400018,0,0.5
7691631,11589713,0,0.5
12164369,5811958,0,0.5
11545371,7212432,0,0.5
22442668,20580498,44,1.0
6182775,596892,0,0.5
24500594,4648505,0,0.5
17327535,65252,0,0.5
9996255,7586424,2,0.8807970779778823
21679569,23876490,0,0.5
212862,8514,0,0.5
27382506,23096959,0,0.5
17301522,28669836,0,0.5
17780645,2508083,0,0.5
2055965,3455070,1,0.7310585786300049
16366081,9252533,2,0.8807970779778823
8514,1145832,0,0.5
5694513,14812631,0,0.5
20882845,19745004,1,0.7310585786300049
2649031,26096505,0,0.5
22965155,1380117,0,0.5
10707658,26553597,0,0.5
6660536,13934856,7,0.9990889488055994
1599151,2331534,0,0.5
2011783,4262493,1,0.7310585786300049
10064545,3678731,0,0.5
4128353,3319769,2,0.8807970779778823
8884539,5731348,0,0.5
4106792,206084,5,0.9933071490757153
9992330,12310030,1,0.7310585786300049
7764559,10697582,0,0.5
13815417,23096959,0,0.5
23198783,9403933,0,0.5
5741125,14712850,0,0.5
4435792,3149845,0,0.5
27193779,5187096,0,0.5
26119962,26399616,0,0.5
958314,7691631,0,0.5
21413198,15062869,0,0.5
8514,392785,0,0.5
19939216,6543378,3,0.9525741268224334
22369178,13078968,0,0.5
17303641,7887296,0,0.5
13347640,238983,1,0.7310585786300049
16563587,11225014,2,0.8807970779778823
2935735,3100121,0,0.5
2935735,9384267,0,0.5
14299077,1312351,0,0.5
19606628,20929025,3,0.9525741268224334
2370458,4423776,0,0.5
104937,8514,0,0.5
5830987,24560307,0,0.5
21386310,16688238,0,0.5
22584039,2055965,0,0.5
3171862,2006302,0,0.5
5710848,19006435,0,0.5
24198103,14430294,1,0.7310585786300049
25042195,6093316,0,0.5
1090311,26094060,0,0.5
14448779,2081289,4,0.9820137900379085
19692503,9325315,1,0.7310585786300049
19692503,9530789,0,0.5
15188780,27764892,0,0.5
24898177,14125254,0,0.5
15145867,6404963,0,0.5
714074,12225546,1,0.7310585786300049
22652644,28199205,0,0.5
3166814,910744,0,0.5
29249482,847885,0,0.5
22660201,22993377,0,0.5
24951510,20460946,1,0.7310585786300049
3988342,1217614,0,0.5
30183842,2067253,0,0.5
18533350,16152925,0,0.5
21831425,9992330,0,0.5
27562508,25592861,0,0.5
22507007,2536587,0,0.5
238983,13347640,2,0.8807970779778823
3955647,349241,0,0.5
20929025,6093316,0,0.5
30093172,25567730,0,0.5
5497,1784628,0,0.5
25959820,13392416,0,0.5
29421384,3678731,0,0.5
4291387,6766558,0,0.5
3215654,2293158,0,0.5
7653178,3867127,0,0.5
658518,6235174,0,0.5
26655380,24560307,0,0.5
6267158,5710341,0,0.5
11396385,25592861,0,0.5
9908723,5888353,0,0.5
15221515,2665618,0,0.5
11545371,4039952,0,0.5
12445598,7876204,0,0.5
2228226,2510503,0,0.5
24946152,6884828,0,0.5
4330620,2931111,0,0.5
6660536,24865368,2,0.8807970779778823
6660536,5346495,0,0.5
14757903,9979119,1,0.7310585786300049
20580498,12574344,1,0.7310585786300049
203666,23487443,0,0.5
6093316,20929025,7,0.9990889488055994
31090585,27196756,0,0.5
19692503,5151909,0,0.5
206084,1446467,0,0.5
18194030,20100867,0,0.5
12646044,4297273,0,0.5
19257170,9530789,0,0.5
19257170,19692503,0,0.5
5811958,12164369,0,0.5
20882412,21388550,0,0.5
16652218,16764080,0,0.5
10270250,24560307,0,0.5
1090311,25312483,0,0.5
9214768,206084,3,0.9525741268224334
17931173,17815037,0,0.5
28366058,20666775,0,0.5
5832751,2835111,0,0.5
2508083,15974409,0,0.5
15974409,2508083,2,0.8807970779778823
9524363,11939484,0,0.5
9524363,1460385,0,0.5
20460946,24951510,1,0.7310585786300049
28107304,8962829,0,0.5
5532320,25003905,2,0.8807970779778823
535266,417389,0,0.5
22577138,671825,0,0.5
15712730,28671602,0,0.5
17224370,14724975,0,0.5
11167738,15355019,0,0.5
6054707,3623050,0,0.5
29891188,11061773,3,0.9525741268224334
2649031,14089735,0,0.5
16106422,2665618,0,0.5
23115931,19272315,0,0.5
28671602,26820697,0,0.5
1857825,22321368,0,0.5
907410,478996,0,0.5
11061773,31404632,2,0.8807970779778823
3910945,1219074,0,0.5
17152449,14089735,0,0.5
11682335,486550,0,0.5
30468314,27196756,0,0.5
692528,854078,0,0.5
19872456,10270250,2,0.8807970779778823
24774658,6670942,2,0.8807970779778823
12574344,20580498,0,0.5
527644,11264371,0,0.5
15090814,108278,1,0.7310585786300049
30027163,5710341,0,0.5
952189,349241,1,0.7310585786300049
27148891,30430269,0,0.5
13941428,3427405,0,0.5
8393,8514,0,0.5
8135462,2665618,0,0.5
24560307,11888510,0,0.5
447184,363387,0,0.5
9325315,10126908,2,0.8807970779778823
18533350,18026324,0,0.5
4066227,931135,0,0.5
2222347,611921,0,0.5
27433386,25538333,0,0.5
28627094,20580498,0,0.5
15508537,17084864,0,0.5
24718080,20021829,1,0.7310585786300049
5346495,24865368,0,0.5
5346495,6660536,0,0.5
238972,238986,2,0.8807970779778823
11888510,10270250,0,0.5
10126908,9325315,5,0.9933071490757153
910744,910757,0,0.5
1446467,1362490,0,0.5
24865368,6660536,2,0.8807970779778823
25003905,5532320,1,0.7310585786300049
20897575,20882845,1,0.7310585786300049
1064563,11851236,0,0.5
5474834,5806776,0,0.5
9060347,24560307,0,0.5
4010478,3678731,0,0.5
21950910,6506651,0,0.5
24560307,599695,0,0.5
4128353,11545928,0,0.5
3638964,24474138,0,0.5
12256376,14562056,27,0.9999999999981204
18533350,16999953,0,0.5
734934,26820697,0,0.5
238986,238972,1,0.7310585786300049
16384837,6543378,0,0.5
31404632,11061773,4,0.9820137900379085
25882864,658518,0,0.5
26885919,26650305,1,0.7310585786300049
4821436,2935735,0,0.5
23403252,27776551,1,0.7310585786300049
17324120,27776551,0,0.5
21397581,10270250,0,0.5
321278,3342055,0,0.5
238972,910744,0,0.5
363387,238972,0,0.5
13726895,3319769,0,0.5
7083242,23096959,1,0.7310585786300049
1606654,3786218,0,0.5
12765913,1200050,0,0.5
5254650,1090311,0,0.5
4912314,3638964,0,0.5
24850617,943149,0,0.5
22641745,15480067,1,0.7310585786300049
10697582,321278,0,0.5
22387458,2055965,0,0.5
27494663,10826219,0,0.5
10435644,10707658,0,0.5
4973784,3308958,8,0.9996646498695336
2932773,1020639,0,0.5
24774804,931135,0,0.5
12468921,8276387,0,0.5
1965901,3342055,0,0.5
8201256,206084,0,0.5
11369603,17912002,0,0.5
28726977,481872,0,0.5
28305425,28394156,0,0.5
21243212,11061773,0,0.5
8100172,6578551,1,0.7310585786300049
27620277,2833537,0,0.5
2833537,5932749,0,0.5
19097645,17374628,0,0.5
108278,4210958,0,0.5
26702968,1784628,0,0.5
20962139,15355019,0,0.5
2293158,18219900,0,0.5
43371,27,0,0.5
20666775,28366058,0,0.5
4222911,20580498,0,0.5
238983,238986,0,0.5
6766558,7508411,0,0.5
71019,588600,0,0.5
19745004,20558462,0,0.5
27561243,30430269,0,0.5
14812631,3342055,0,0.5
2023124,3238243,0,0.5
3238243,2023124,0,0.5
238972,27,0,0.5
1739767,206084,0,0.5
1424470,4268140,1,0.7310585786300049
17821820,1200050,0,0.5
758079,9403933,0,0.5
901277,4106792,0,0.5
18849374,14089735,0,0.5
4637221,19548750,0,0.5
1801829,3016562,0,0.5
9954101,14982460,0,0.5
7411076,1272666,0,0.5
4348524,167174,0,0.5
16354995,308770,0,0.5
25324340,2996011,0,0.5
19868180,18818187,0,0.5
24669372,4723248,1,0.7310585786300049
6255503,931135,0,0.5
20962139,24560307,0,0.5
22252531,4555644,0,0.5
8780590,22361331,0,0.5
15670215,143580,0,0.5
23627382,22148545,0,0.5
3288595,3308958,1,0.7310585786300049
10270250,11888510,0,0.5
1380117,27652771,1,0.7310585786300049
2752522,2751199,0,0.5
29600667,26509369,2,0.8807970779778823
17558946,321278,0,0.5
26077653,10270250,0,0.5
24669372,1020639,1,0.7310585786300049
22002175,9787757,0,0.5
29939198,27776551,0,0.5
27105154,24560307,0,0.5
27105154,4128353,0,0.5
4137249,9090937,0,0.5
4090287,3678731,0,0.5
2916197,507775,0,0.5
904810,8514,0,0.5
9530789,19257170,0,0.5
15191676,7083242,0,0.5
6543378,19939216,1,0.7310585786300049
15168264,1460385,0,0.5
4128353,321278,0,0.5
13131245,6209952,0,0.5
3631697,7691631,0,0.5
11589713,23096959,0,0.5
22993377,22660201,3,0.9525741268224334
3193719,4164482,0,0.5
30433396,21399598,0,0.5
11002815,858127,1,0.7310585786300049
26661814,1090311,0,0.5
12983151,507775,0,0.5
2297550,4079740,0,0.5
24917465,8569918,0,0.5
11061773,15426083,0,0.5
2935735,1254497,2,0.8807970779778823
11667865,7362671,0,0.5
25476601,1090311,0,0.5
19360616,7691631,10,0.9999546021312976
1093228,17049596,0,0.5
5474834,2729788,0,0.5
10435644,16297763,0,0.5
11796974,478996,0,0.5
23519392,206084,0,0.5
1914329,23096959,0,0.5
27562508,25652980,0,0.5
16180517,5952670,1,0.7310585786300049
23291630,14087781,0,0.5
14087781,23291630,0,0.5
1446467,993110,0,0.5
17197934,2945088,0,0.5
1801329,238972,0,0.5
1032,15045751,0,0.5
238972,238983,1,0.7310585786300049
17930752,17950592,0,0.5
14663768,714074,0,0.5
3351871,206084,0,0.5
13695735,10126908,0,0.5
11419775,11949423,0,0.5
26553597,10707658,0,0.5
6052682,206084,0,0.5
5433677,3319769,0,0.5
2410676,5801666,0,0.5
1195004,7639232,0,0.5
10126908,10975056,0,0.5
2410676,1446467,0,0.5
2410676,1362490,4,0.9820137900379085
7480345,23148176,0,0.5
4090287,16029103,0,0.5
9998516,20580498,0,0.5
26077653,15062869,0,0.5
27652771,1380117,0,0.5
1599397,2338279,0,0.5
4025121,13049233,0,0.5
238972,447184,1,0.7310585786300049
8966356,17728164,0,0.5
1632980,1301745,0,0.5
14003349,1200050,0,0.5
9511641,2067253,0,0.5
17671906,17912002,0,0.5
17671906,16184890,0,0.5
16184890,17912002,0,0.5
11931032,12136863,0,0.5
20110347,16843183,0,0.5
2476855,14089735,0,0.5
20725617,18342541,0,0.5
238983,238972,4,0.9820137900379085
13667312,12912885,0,0.5
206084,8201256,0,0.5
27196756,31090585,0,0.5
3579088,596892,0,0.5
19257170,29491240,0,0.5
27196756,30486405,0,0.5
9996255,10067157,10,0.9999546021312976
308770,8514,0,0.5
1402936,3342055,0,0.5
4331833,12244838,0,0.5
24117219,1385122,0,0.5
24117219,658518,0,0.5
16262387,14982460,0,0.5
27227932,23627382,0,0.5
4056288,17303641,0,0.5
23797315,3319769,0,0.5
20921872,19745004,0,0.5
13384052,4648505,1,0.7310585786300049
28096281,13346571,0,0.5
20653934,7691631,0,0.5
20728874,25592861,0,0.5
29105003,27776551,0,0.5
979480,2114213,0,0.5
22876353,15045751,0,0.5
7741856,9393759,0,0.5
3149845,4435792,1,0.7310585786300049
22442668,29500061,1,0.7310585786300049
10932604,168370,0,0.5
16860049,7177096,0,0.5
238986,238983,2,0.8807970779778823
28199205,22652644,0,0.5
3449635,3449583,0,0.5
6578551,8100172,1,0.7310585786300049
12414082,14105478,0,0.5
27196756,30468314,0,0.5
20789757,8514,0,0.5
21950873,21950910,0,0.5
11061773,2833537,0,0.5
11061773,27620277,0,0.5
28769620,13512328,0,0.5
1090311,5254650,0,0.5
21413198,24560307,0,0.5
16297763,10707658,0,0.5
893522,11545928,0,0.5
12446895,3016562,0,0.5
167174,45547,0,0.5
3214406,23021810,0,0.5
27427758,27427417,0,0.5
26825462,28305425,0,0.5
25606869,4723248,0,0.5
26077653,26800584,0,0.5
321278,19872239,1,0.7310585786300049
2081290,2081289,0,0.5
8927771,9060347,0,0.5
1362490,15515181,0,0.5
10391073,26437605,0,0.5
22119747,7691631,0,0.5
24560307,24835467,0,0.5
28710753,1385122,0,0.5
2136524,658518,0,0.5
8962829,757363,1,0.7310585786300049
11796974,757363,2,0.8807970779778823
45547,167174,2,0.8807970779778823
206084,4106792,10,0.9999546021312976
19994257,20666775,0,0.5
3876119,2634628,0,0.5
1204412,7056202,0,0.5
16745868,20260602,0,0.5
2338279,1599397,0,0.5
27719177,21399598,0,0.5
10780607,32848140,0,0.5
23059575,7691631,3,0.9525741268224334
14798348,24946152,0,0.5
30859333,28924109,2,0.8807970779778823
2081289,28710753,0,0.5
14448779,28710753,0,0.5
3427405,168370,0,0.5
29217912,17620347,0,0.5
19036577,3195124,0,0.5
4137249,481872,0,0.5
7394347,321278,0,0.5
30056447,931135,0,0.5
16520788,11116372,0,0.5
30779589,14089735,0,0.5
23984796,658518,2,0.8807970779778823
12706290,5612317,0,0.5
27727916,3319769,0,0.5
14536054,355634,0,0.5
2331534,1599151,0,0.5
8262427,481872,0,0.5
11589713,7691631,6,0.9975273768433653
18023059,28155823,0,0.5
32340557,23096959,0,0.5
2163263,5830987,0,0.5
19927831,20264700,0,0.5
1362490,2410676,11,0.999983298578152
22737337,22737329,1,0.7310585786300049
32104924,1784628,0,0.5
15907354,9257808,0,0.5
4648505,24500594,0,0.5
23404839,27494663,1,0.7310585786300049
28677940,10344201,0,0.5
7748227,447036,1,0.7310585786300049
2183193,23924195,0,0.5
1725199,355893,0,0.5
7411076,22155032,0,0.5
1287859,2156455,0,0.5
22982974,7639232,0,0.5
19614228,321278,0,0.5
4648505,13384052,0,0.5
4106792,9214768,0,0.5
26927081,26650305,0,0.5
26885032,26650305,0,0.5
12380069,7873535,0,0.5
11896413,17372733,0,0.5
20905275,17372733,0,0.5
11324222,321278,0,0.5
27776551,7209439,1,0.7310585786300049
20929025,21060126,0,0.5
20929025,19606628,0,0.5
4555644,24777832,0,0.5
24560307,28096281,0,0.5
8486799,9996255,0,0.5
10846437,20100867,0,0.5
4580780,321278,0,0.5
357681,14089735,0,0.5
1036336,19099484,0,0.5
32403967,12791642,4,0.9820137900379085
8270619,4197769,0,0.5
20580498,23096959,2,0.8807970779778823
21233191,27729907,0,0.5
26050796,9996255,3,0.9525741268224334
11589713,13234395,1,0.7310585786300049
854078,692528,0,0.5
32270084,24910542,0,0.5
25331009,308770,0,0.5
4704710,1385122,1,0.7310585786300049
21796735,5151909,0,0.5
213469,867564,0,0.5
15045751,11589713,0,0.5
23774298,23770421,1,0.7310585786300049
32848140,10780607,0,0.5
1232968,596892,0,0.5
12820537,261943,0,0.5
611921,447184,0,0.5
6966619,777444,0,0.5
10975056,10126908,0,0.5
14712850,22700458,0,0.5
481872,321278,0,0.5
19896256,321278,0,0.5
6780534,1466080,0,0.5
12498335,9996255,3,0.9525741268224334
1516094,4738266,0,0.5
26873147,27790789,0,0.5
98540,79712,0,0.5
2081289,1385122,0,0.5
11061773,28061676,0,0.5
730070,4434126,0,0.5
658518,788264,0,0.5
355634,3867127,0,0.5
28394156,28305425,0,0.5
7344953,37690,0,0.5
31404632,29891188,0,0.5
14089735,357681,0,0.5
24254047,14089735,0,0.5
10067157,9996255,3,0.9525741268224334
7529257,2594187,1,0.7310585786300049
25627422,15800559,0,0.5
12511640,17558946,0,0.5
32452938,3468294,0,0.5
3794049,1549395,1,0.7310585786300049
2916712,507775,4,0.9820137900379085
27563721,30921526,0,0.5
14000045,3195124,0,0.5
16185172,14225208,1,0.7310585786300049
10851820,13815852,0,0.5
238986,13347640,1,0.7310585786300049
13347640,238986,1,0.7310585786300049
8962829,167174,0,0.5
18107697,16349163,0,0.5
11061773,5932749,0,0.5
218157,13807606,0,0.5
10270250,321278,0,0.5
28283593,26516210,3,0.9525741268224334
11589713,11225014,1,0.7310585786300049
24395109,13631558,0,0.5
13631558,24395109,0,0.5
24474126,24474138,1,0.7310585786300049
11164718,9521528,0,0.5
2649214,5830987,0,0.5
5312648,5282596,0,0.5
10344201,6607925,0,0.5
6607925,10344201,0,0.5
29985850,13305534,0,0.5
22148545,23627382,0,0.5
28223616,10270250,0,0.5
13258039,355893,0,0.5
15350898,11753734,0,0.5
30701212,19745004,0,0.5
13810259,15337722,0,0.5
10041891,11778024,0,0.5
25077882,24560307,0,0.5
24910542,32270084,0,0.5
21116798,9996255,0,0.5
25838895,1451352,0,0.5
29688210,14105478,0,0.5
24560307,20929025,0,0.5
20307596,13230665,0,0.5
16180304,5952670,0,0.5
484788,919161,0,0.5
8251925,5400018,0,0.5
8044474,481872,0,0.5
18689903,3149845,0,0.5
15042339,321278,0,0.5
10851820,29455960,4,0.9820137900379085
1385122,28710753,0,0.5
25003905,7804910,0,0.5
23876490,21679569,2,0.8807970779778823
11843609,23096959,0,0.5
11851236,1064563,0,0.5
16152925,18533350,0,0.5
3757512,9996255,0,0.5
22737333,21909749,0,0.5
16185172,21449162,2,0.8807970779778823
20638880,25003905,0,0.5
22480578,5775917,0,0.5
13633443,20304586,0,0.5
4011054,5694513,0,0.5
13124802,14151539,0,0.5
11446601,1105519,0,0.5
6884828,3329386,0,0.5
810796,8514,0,0.5
6645850,6486826,0,0.5
13672849,32170696,1,0.7310585786300049
26195776,15480067,0,0.5
16184890,17671906,0,0.5
4989235,641512,0,0.5
9787757,1725199,0,0.5
32170696,13672849,0,0.5
37690,7344953,0,0.5
23335023,321278,0,0.5
9244177,3342055,0,0.5
28402826,167174,0,0.5
5932749,931039,0,0.5
5483330,1039520,0,0.5
18409797,14430294,0,0.5
16286131,20897561,1,0.7310585786300049
15666354,1284185,0,0.5
2305374,84822,0,0.5
25331009,481872,0,0.5
714074,3678731,0,0.5
9703957,9478219,0,0.5
2634628,1142976,0,0.5
28710753,7056202,0,0.5
7056202,28710753,0,0.5
15846674,11061773,2,0.8807970779778823
25738703,19008038,0,0.5
1844251,3796237,0,0.5
17923502,6506651,0,0.5
21338881,3214406,0,0.5
3885202,3911317,0,0.5
3911317,3885202,0,0.5
20789757,28627094,0,0.5
20100867,9325315,0,0.5
23096959,32340557,0,0.5
2228226,3198415,0,0.5
26229585,15309233,3,0.9525741268224334
13815852,17286587,0,0.5
1084114,2556327,0,0.5
4434126,730070,1,0.7310585786300049
8711353,16831466,4,0.9820137900379085
31614586,10312708,0,0.5
22252531,7691631,0,0.5
26077653,19872456,0,0.5
10066825,931135,0,0.5
557980,10932532,0,0.5
22321368,10040960,1,0.7310585786300049
20785986,658518,0,0.5
14562056,12256376,0,0.5
8715146,20460946,0,0.5
5801666,2410676,0,0.5
5303123,658518,0,0.5
6209952,19848353,0,0.5
31492490,29103567,1,0.7310585786300049
27620277,11061773,0,0.5
14812631,9384267,0,0.5
3016562,14089735,0,0.5
1801829,24560307,0,0.5
10616272,771016,0,0.5
893522,321278,0,0.5
9996255,22395078,2,0.8807970779778823
15309233,26229585,0,0.5
17912002,11369603,0,0.5
3745077,206084,0,0.5
16962074,12892263,0,0.5
907410,167174,0,0.5
15971562,15168264,0,0.5
9996255,8486799,3,0.9525741268224334
24195339,32405591,0,0.5
25538333,25537901,0,0.5
911765,25252102,1,0.7310585786300049
32181539,1446467,0,0.5
28882767,447036,1,0.7310585786300049
14151539,13124802,0,0.5
3468294,32452938,0,0.5
27729907,27051771,0,0.5
20819799,1090311,0,0.5
9996255,3757512,0,0.5
7764559,10270250,0,0.5
20580498,19206385,0,0.5
1844194,858127,0,0.5
11180687,4222911,0,0.5
2573058,929845,0,0.5
18818187,25617835,0,0.5
2156455,1287859,4,0.9820137900379085
2310495,2381732,1,0.7310585786300049
8962829,18566373,2,0.8807970779778823
1984460,1920851,0,0.5
11949423,10932604,0,0.5
17152449,19406251,0,0.5
6506651,17923502,0,0.5
1329931,10270250,0,0.5
481872,10995659,0,0.5
9998516,7691631,0,0.5
20962139,321278,0,0.5
1272666,1451352,0,0.5
21394954,764708,0,0.5
9257808,15907354,0,0.5
31858042,24474126,0,0.5
4077502,108278,0,0.5
15778981,12983151,0,0.5
25312459,1090311,0,0.5
30649544,22002058,0,0.5
2203645,6612466,2,0.8807970779778823
18529961,18421590,1,0.7310585786300049
18225913,19272315,0,0.5
4090287,1276752,0,0.5
2410676,16165969,0,0.5
11180687,206084,0,0.5
2510503,2228226,0,0.5
28054492,455600,0,0.5
22271793,3813151,0,0.5
20297645,9004241,0,0.5
7136348,206084,0,0.5
19529740,8266573,0,0.5
30921526,27563721,0,0.5
19154916,27776551,0,0.5
9325315,19692503,0,0.5
26800584,26077653,0,0.5
17196388,2945088,0,0.5
4738266,1516094,0,0.5
110411,104937,0,0.5
